x,y
7.9764037,5.982053
8.025504,6.3158274
8.011718,6.6552315
7.9889646,6.965518
7.814815,7.0345926
7.303685,7.010823
7.068568,6.9944344
6.7516627,6.9806457
6.252249,6.979399
6.0420523,6.9788795
5.7183747,6.9755983
5.3730783,6.9743686
5.0314965,6.9749427
4.7568116,6.975041
3.2447302,6.9794645
3.126316,6.9808764
3.0381613,6.98139
2.9775693,6.98196
2.9044993,6.983097
2.767608,6.9849834
2.1506684,6.9930916
1.9904104,6.9955707
1.567351,6.9968176
0.7633339,7.0026436
0.5912563,7.004704
0.42011824,7.0059795
0.26828763,7.0067644
0.05383068,7.006212
0.13870978,8.037577
0.13870978,8.037577
0.3082452,8.040613
0.4851281,8.033948
0.64743096,8.023128
0.78288496,8.011847
0.95880365,7.99245
1.1875848,7.9816813
1.51995,7.9814515
1.8929455,7.9835896
2.0876272,7.9850993
2.573172,7.9850945
2.8343,7.984123
3.0557885,7.984942
4.565479,7.9918118
4.7140718,7.9923573
4.8322644,7.9927073
4.9188676,7.9930363
4.977638,7.9941444
5.045681,7.9953732
5.347824,7.9963317
5.673815,7.9952435
5.963787,7.9938383
6.1933947,7.993258
6.6943316,7.9904666
7.072628,7.9799314
7.574047,7.9739633
7.7216644,7.9719877
8.031863,7.965466
