x,y
95.347176,-4.4490037
95.52476,-4.472997
95.67789,-4.4939337
95.82052,-4.513653
95.97045,-4.5346026
96.08816,-4.5512476
96.25218,-4.5746717
96.37552,-4.5925426
96.49366,-4.60984
96.65638,-4.6339
96.792534,-4.6542935
96.902664,-4.670972
97.05587,-4.6944733
97.18738,-4.714874
97.305466,-4.7334266
97.449394,-4.7563195
97.568344,-4.7755003
97.685905,-4.7947125
97.83912,-4.820136
97.93868,-4.836894
98.05886,-4.857398
98.17393,-4.8772917
98.287415,-4.897214
98.406166,-4.91838
98.5302,-4.940829
98.64192,-4.961449
98.758,-4.9833655
98.83025,-4.9971666
98.95992,-5.0222206
99.06525,-5.042926
99.146706,-5.0592713
99.28254,-5.086922
99.37648,-5.106413
99.474785,-5.1271567
99.57718,-5.149183
99.66621,-5.168686
99.75626,-5.1888146
99.839355,-5.207679
99.93372,-5.229674
100.028175,-5.2522407
100.116,-5.273562
100.18914,-5.2917314
100.28071,-5.314929
100.365326,-5.3368835
100.44071,-5.3569727
100.50271,-5.3739142
100.583015,-5.3964715
100.65047,-5.4159093
100.72707,-5.438505
100.80537,-5.462364
100.85931,-5.479312
100.92536,-5.5006733
100.98544,-5.5207696
101.03935,-5.539578
101.149445,-5.579789
101.208755,-5.602414
101.25952,-5.6225166
101.30998,-5.6432667
101.35711,-5.663368
101.403984,-5.6841187
101.45031,-5.7054987
101.49458,-5.7268715
101.5347,-5.7470098
101.57444,-5.767767
101.61141,-5.7879143
101.64676,-5.8080626
101.68263,-5.829458
101.717,-5.8508816
101.74995,-5.8723006
101.780495,-5.893114
101.809525,-5.913948
101.837395,-5.9347887
101.8909,-5.9777575
101.915794,-5.9992547
101.938126,-6.019485
101.959496,-6.0397315
101.97862,-6.0587287
101.99843,-6.0796075
102.0173,-6.100324
102.033295,-6.1183896
102.05617,-6.144866
102.070244,-6.1616178
102.08855,-6.18367
102.10427,-6.2026134
102.11844,-6.2195706
102.14594,-6.2509985
102.15892,-6.264467
102.17222,-6.2768784
102.18362,-6.28598
102.195496,-6.293658
102.20782,-6.299173
102.21937,-6.3019114
102.23012,-6.3020897
102.241806,-6.299452
102.254395,-6.2930617
102.2642,-6.285625
102.2758,-6.2741528
102.288666,-6.2581153
102.299835,-6.241108
102.3108,-6.222484
102.32366,-6.1974697
102.33595,-6.1694613
102.345375,-6.1465163
102.35826,-6.1129756
102.37467,-6.0662055
102.38538,-6.033267
102.396545,-5.9958425
102.41129,-5.94424
102.42491,-5.8936915
102.437004,-5.846022
102.45,-5.7923875
102.46387,-5.732453
102.476555,-5.6746416
102.49045,-5.6083107
102.50397,-5.540649
102.51668,-5.4743586
102.52979,-5.4031982
102.54454,-5.318526
102.55615,-5.250208
102.57026,-5.1660185
102.58235,-5.091801
102.596085,-5.0056324
102.60899,-4.922495
102.62272,-4.8323283
102.63478,-4.7512326
102.64692,-4.668803
102.66067,-4.5746264
102.674,-4.482331
102.68735,-4.389245
102.70028,-4.2984395
102.71322,-4.207265
102.72331,-4.135894
102.740715,-4.013171
102.754074,-3.9190829
102.76823,-3.8195455
102.78076,-3.7317314
102.79411,-3.6386936
102.808266,-3.5406673
102.82121,-3.4517007
102.83457,-3.3608036
102.84832,-3.26795
102.86167,-3.1788058
102.87501,-3.0906844
102.88714,-3.011459
102.90128,-2.9202344
102.912544,-2.8483512
102.925735,-2.7651858
102.942505,-2.66079
102.95523,-2.5825546
102.96683,-2.5131297
102.98314,-2.41684
102.995056,-2.3475223
103.008156,-2.2726998
103.02087,-2.201686
103.03435,-2.127842
103.047035,-2.0599437
103.05972,-1.9935791
103.07359,-1.9227968
103.08627,-1.8597698
103.099686,-1.7945704
103.11026,-1.7445631
103.124016,-1.6811053
103.13728,-1.6212388
103.15016,-1.5650235
103.16263,-1.5122204
103.17588,-1.458073
103.18756,-1.4119358
103.201584,-1.3585373
103.21559,-1.3073568
103.226875,-1.2677709
103.25294,-1.1821175
103.2638,-1.1487502
103.27962,-1.1033889
103.294,-1.0653566
103.30482,-1.0379903
103.31374,-1.0164407
103.330055,-0.97930485
103.344315,-0.9501025
103.36144,-0.9190144
103.38077,-0.88895017
103.3945,-0.8696651
103.407875,-0.8530338
103.42132,-0.8384973
103.43703,-0.8241095
103.45009,-0.81416124
103.45405,-0.8113131
103.467125,-0.8032885
103.48022,-0.79704064
103.49335,-0.7925803
103.50726,-0.789672
103.53285,-0.7888265
103.55463,-0.79454917
103.55948,-0.79596514
103.57281,-0.80110794
103.59913,-0.8151301
103.61264,-0.82444507
103.627426,-0.83604616
103.65374,-0.8598845
103.681145,-0.8898373
103.69244,-0.904053
103.70582,-0.92272574
103.71705,-0.9401899
103.72736,-0.95839745
103.73749,-0.9791224
103.74685,-1.0024108
103.75271,-1.0206894
103.757545,-1.0413673
103.76057,-1.0631057
103.76152,-1.0852286
103.76019,-1.1076047
103.75039,-1.1527833
103.74165,-1.1740596
103.729515,-1.196698
103.71425,-1.2185651
103.68067,-1.2579288
103.61771,-1.3112186
103.58392,-1.3342351
103.546646,-1.3569835
103.51349,-1.3757201
103.47925,-1.3936359
103.38854,-1.4366977
103.342964,-1.4560515
103.28855,-1.4777004
103.23434,-1.4979239
103.178955,-1.5173635
102.99263,-1.575821
102.92976,-1.5933344
102.85783,-1.6124647
102.785095,-1.6308241
102.69149,-1.6536721
102.620834,-1.6700984
102.542725,-1.6875134
102.36632,-1.7248203
102.28605,-1.7408007
102.172005,-1.7626839
102.07179,-1.7811279
101.953384,-1.8021914
101.76699,-1.8338064
101.67542,-1.8487157
101.575195,-1.8646207
101.4486,-1.8841323
101.360756,-1.897246
101.08091,-1.9374421
100.97491,-1.9519248
100.83261,-1.9710419
100.55872,-2.0064974
100.55872,-2.0064974
100.28633,-2.0395434
100.16252,-2.0542667
100.01844,-2.0709684
99.867096,-2.0881245
99.75428,-2.1007302
99.58451,-2.1193655
99.392555,-2.1400044
99.28323,-2.1515846
99.07045,-2.173776
98.8831,-2.192925
98.74789,-2.2065144
98.57929,-2.223087
98.43974,-2.2366667
98.049225,-2.273817
97.92473,-2.2853467
97.515854,-2.3224344
97.14485,-2.3551228
96.95884,-2.3712456
96.799614,-2.3848448
96.638596,-2.3984451
96.17688,-2.4367101
95.74557,-2.4713259
95.541405,-2.487373
95.32821,-2.5038855
95.11868,-2.5198896
94.87945,-2.537895
94.60965,-2.5579479
94.230995,-2.5851877
93.93039,-2.6064894
93.74701,-2.6194031
93.54036,-2.6337519
93.22207,-2.655423
93.098366,-2.6637907
92.80412,-2.6835086
92.58101,-2.698222
92.33351,-2.7144132
91.86805,-2.7444189
91.54111,-2.764855
91.36077,-2.7760754
91.17928,-2.787295
90.87684,-2.805803
90.302246,-2.8401833
89.97992,-2.8591387
89.553764,-2.8839476
89.25774,-2.9009333
88.97529,-2.9169161
88.69036,-2.9329536
88.394226,-2.9493303
88.08687,-2.9662092
87.68796,-2.9879444
87.31258,-3.008118
86.962364,-3.0268366
86.69136,-3.041187
86.37334,-3.0578258
86.09967,-3.072047
85.81577,-3.086743
85.50347,-3.1028004
85.21781,-3.1174586
84.90343,-3.1334336
84.51412,-3.1531365
84.26311,-3.165805
83.96489,-3.1807868
83.591515,-3.1995885
82.945786,-3.2321959
82.73014,-3.243033
82.41084,-3.2589939
82.11004,-3.2740517
81.81819,-3.288531
81.50722,-3.3039358
81.12993,-3.3225293
80.82789,-3.3373623
80.5162,-3.3526332
80.18539,-3.368757
79.91107,-3.3820703
79.59886,-3.3972433
79.31487,-3.4109852
79.02138,-3.4252152
78.64246,-3.4435546
78.35824,-3.4572804
77.98867,-3.4750454
77.67595,-3.4900544
76.671074,-3.5381668
76.45301,-3.5485315
76.09261,-3.5654936
75.77968,-3.5802116
75.44779,-3.595837
75.24868,-3.6052074
74.8978,-3.6216314
74.57537,-3.636713
74.243454,-3.6522033
73.94948,-3.6658735
73.646,-3.6799488
73.32356,-3.694817
73.010605,-3.7092218
72.688156,-3.723971
72.441574,-3.7352033
72.11914,-3.7498229
71.78712,-3.7647038
71.50257,-3.7774189
71.16108,-3.792542
70.89541,-3.8042123
70.5633,-3.8188133
70.15524,-3.8366525
69.89902,-3.847775
69.61432,-3.8600073
69.24408,-3.8757856
68.87388,-3.8915489
68.569984,-3.9043653
68.22808,-3.9187167
67.91463,-3.9317653
67.67714,-3.9415953
67.316124,-3.9565032
66.97398,-3.9704838
66.64122,-3.9838784
66.413025,-3.9930553
66.14672,-4.003683
65.89938,-4.0134706
65.51884,-4.02844
65.176216,-4.0417686
64.90009,-4.0523715
64.53828,-4.0662537
64.21438,-4.0785537
63.947586,-4.0886025
63.642628,-4.1000385
63.289886,-4.1131325
62.98473,-4.1243787
62.746243,-4.1330934
62.326435,-4.1483097
62.01147,-4.15959
61.696396,-4.1707697
61.36209,-4.1825266
61.12322,-4.1908617
60.750526,-4.2037616
60.40638,-4.2155366
60.109898,-4.2255907
59.79418,-4.236192
59.459156,-4.247311
59.162323,-4.2570686
58.855774,-4.2670326
58.539547,-4.2771993
58.213615,-4.287567
57.897102,-4.297519
57.56127,-4.307981
57.244446,-4.3177404
56.946766,-4.326833
56.600952,-4.337271
56.302986,-4.3461533
55.99533,-4.3552494
55.69713,-4.3639526
55.369957,-4.3733983
55.023365,-4.3832736
54.734436,-4.391408
54.40686,-4.4005356
54.050236,-4.41036
53.741665,-4.41878
53.442608,-4.426853
53.11447,-4.435621
52.815178,-4.443539
52.486786,-4.452109
52.177624,-4.4601116
51.858643,-4.4682584
51.549232,-4.4760633
51.22033,-4.484262
50.930023,-4.4913845
50.600986,-4.4993806
50.262135,-4.50749
49.95222,-4.5148315
49.632484,-4.5223064
49.30297,-4.529906
49.01207,-4.536456
48.779285,-4.541671
48.37174,-4.550703
48.061096,-4.5575013
47.73096,-4.564654
47.400745,-4.571729
47.08012,-4.578495
46.798256,-4.5843577
46.448406,-4.5915627
46.195698,-4.5967
45.807064,-4.6045723
45.486572,-4.6109896
45.185734,-4.6169806
44.83667,-4.6238523
44.536457,-4.6297297
44.207657,-4.6361284
43.88906,-4.6422787
43.571114,-4.648406
43.2346,-4.6548276
42.92768,-4.660666
42.592873,-4.66701
42.29711,-4.6725883
42.002174,-4.6781454
41.67017,-4.6843705
41.33938,-4.6905584
41.000317,-4.696899
40.69999,-4.7024946
40.391335,-4.708258
40.121025,-4.7132874
39.786777,-4.719528
39.472385,-4.7253757
39.177753,-4.7308617
38.93955,-4.7353244
38.54701,-4.7426224
38.228836,-4.7485723
37.930183,-4.7541466
37.64188,-4.759555
37.372845,-4.764614
37.140854,-4.768968
36.81192,-4.775204
36.502167,-4.781068
36.194023,-4.7869334
35.9049,-4.792425
35.63464,-4.7975755
35.374752,-4.802575
35.047623,-4.808918
34.884563,-4.812105
34.49993,-4.819564
34.253414,-4.8243732
33.965748,-4.8299694
33.688046,-4.835405
33.39511,-4.8411417
33.14532,-4.8460484
32.863716,-4.8515954
32.575485,-4.857268
32.30525,-4.8626237
32.044582,-4.8677745
31.78536,-4.872923
31.503426,-4.8785276
31.24722,-4.883615
30.97648,-4.8890247
30.755033,-4.8934746
30.448177,-4.8996477
30.197681,-4.9046717
29.948673,-4.909664
29.654701,-4.915563
29.416346,-4.9203386
29.194582,-4.924805
28.875967,-4.9312897
28.694874,-4.934971
28.402544,-4.940984
28.260704,-4.9438996
27.96365,-4.9500265
27.720173,-4.955053
27.485464,-4.959925
27.223085,-4.965358
26.99131,-4.970188
26.818777,-4.973818
26.53254,-4.9798
26.290987,-4.9848766
26.064905,-4.9896092
25.833197,-4.994493
25.609856,-4.9991875
25.360481,-5.004411
25.045158,-5.010918
24.840796,-5.0151916
24.732145,-5.017473
24.434706,-5.0236783
24.193296,-5.028727
23.76154,-5.037764
23.551434,-5.04217
23.34299,-5.0465956
23.167841,-5.050324
22.955013,-5.0548286
22.743511,-5.059337
22.546522,-5.0635786
22.35098,-5.0677547
22.106266,-5.0730267
21.919382,-5.0770335
21.648268,-5.082698
21.446453,-5.0869365
21.275837,-5.090491
21.069918,-5.0947795
20.883516,-5.0986586
20.680563,-5.1028943
20.55028,-5.1056128
20.27983,-5.1112437
20.093168,-5.115128
19.902048,-5.119102
19.678127,-5.1237755
19.524199,-5.126973
19.34303,-5.1307564
19.15202,-5.1347313
18.968119,-5.138573
18.830029,-5.141479
18.605156,-5.146148
18.458305,-5.149214
18.066645,-5.157522
17.913324,-5.1608152
17.750631,-5.1642804
17.604795,-5.1674337
17.41834,-5.1714206
17.243773,-5.17517
17.080944,-5.178642
16.914442,-5.182214
16.749327,-5.185736
16.580849,-5.1893272
16.42883,-5.19258
16.268524,-5.1959925
16.057053,-5.200459
15.9520235,-5.2026634
15.786396,-5.206153
15.627166,-5.209518
15.464793,-5.2129483
15.340891,-5.2155824
15.209138,-5.218392
15.020012,-5.222474
14.872985,-5.225637
14.718765,-5.228956
14.5749035,-5.232077
14.445368,-5.2348857
14.300125,-5.238061
14.169071,-5.240911
14.031086,-5.24394
13.890523,-5.2470236
13.751608,-5.2500854
13.622357,-5.2529554
13.4866,-5.25596
13.36818,-5.2586036
13.231614,-5.2616463
13.100648,-5.264595
12.986678,-5.267196
12.859722,-5.270143
12.715531,-5.2735233
12.591499,-5.27644
12.476347,-5.27916
12.3590975,-5.281961
12.243434,-5.2847195
12.122393,-5.2876406
11.78316,-5.2959323
11.698401,-5.2980356
11.599005,-5.300541
11.488241,-5.3033285
11.385273,-5.305968
11.286975,-5.308493
11.18422,-5.311186
11.089121,-5.313695
10.989808,-5.316342
10.903714,-5.318675
10.808594,-5.3213573
10.715283,-5.323966
10.65014,-5.3258166
10.540647,-5.328982
10.378294,-5.333675
10.305855,-5.335766
10.200124,-5.3388104
10.116284,-5.3412614
10.036729,-5.3436413
9.96345,-5.345856
9.887478,-5.3482084
9.813564,-5.3505435
9.745732,-5.3527346
9.665482,-5.355402
9.613432,-5.35716
9.549041,-5.3593965
9.486613,-5.3615975
9.428094,-5.3637075
9.3569355,-5.366383
9.313032,-5.368062
9.28158,-5.369302
9.212405,-5.3720717
9.163142,-5.374124
9.117193,-5.3760777
9.068841,-5.3782215
9.025257,-5.3802085
8.990396,-5.3818474
8.936054,-5.3845644
8.901938,-5.38633
8.86737,-5.3882055
8.832909,-5.3902254
8.799443,-5.392266
8.764593,-5.3945174
8.732598,-5.3966684
8.705114,-5.3986387
8.680141,-5.4005284
8.657447,-5.402351
8.634249,-5.4043403
8.612079,-5.4063597
8.595644,-5.407975
8.57551,-5.4100723
8.560089,-5.4118114
8.544043,-5.413755
8.531105,-5.4154644
8.518626,-5.417284
8.507038,-5.4191346
8.497342,-5.420877
8.488539,-5.4226594
8.480551,-5.424475
8.47396,-5.4261866
8.468133,-5.4278045
8.463357,-5.429202
8.4596615,-5.4301825
8.456865,-5.4306393
8.455083,-5.4304647
8.453838,-5.4293804
8.45342,-5.4271054
8.453702,-5.423894
8.45458,-5.4193325
8.456232,-5.412353
8.458176,-5.404445
8.460858,-5.3934946
8.463889,-5.380349
8.467051,-5.3655915
8.47052,-5.347968
8.474366,-5.326322
8.476617,-5.3120155
8.481095,-5.280825
8.484948,-5.251073
8.488137,-5.2236414
8.491958,-5.1864915
8.496946,-5.1352215
8.500639,-5.093422
8.504108,-5.0513806
8.507663,-5.00515
8.511303,-4.954403
8.515188,-4.897107
8.518977,-4.8380194
8.522674,-4.777885
8.526048,-4.7206316
8.529777,-4.654944
8.534236,-4.573122
8.538251,-4.4972167
8.541428,-4.434948
8.5436945,-4.3902597
8.54823,-4.298221
8.55215,-4.2172875
8.5563135,-4.1288433
8.560821,-4.0320034
8.565369,-3.9318662
8.568945,-3.8510013
8.573898,-3.7383842
8.577686,-3.6508067
8.581936,-3.5520382
8.58648,-3.4448886
8.591402,-3.328372
8.594453,-3.2565448
8.600122,-3.1211488
8.604873,-3.0074193
8.60963,-2.8925083
8.613849,-2.7903595
8.618794,-2.670483
8.623151,-2.5638611
8.627677,-2.4535627
8.632313,-2.3396845
8.637374,-2.2154973
8.642287,-2.0916743
8.646878,-1.9786594
8.651581,-1.8625487
8.656256,-1.7469636
8.660503,-1.6421809
8.6650305,-1.53144
8.669918,-1.4115113
8.672591,-1.3454933
8.678299,-1.2046185
8.683245,-1.08181
8.685994,-1.0145329
8.691014,-0.8906387
8.69512,-0.7902695
8.699414,-0.68490475
8.703816,-0.5779717
8.707437,-0.49106812
8.710999,-0.40528738
8.715032,-0.3091695
8.719349,-0.2053926
8.723423,-0.10910487
8.727428,-0.014325163
8.731135,0.07299269
8.735377,0.17181414
8.738757,0.25068745
8.742264,0.33080864
8.746262,0.4219459
8.749804,0.50120264
8.753086,0.5740282
8.756673,0.65240437
8.760362,0.7311032
8.763509,0.7962359
8.767649,0.87993354
8.771184,0.9508427
8.774607,1.0178039
8.778107,1.0849813
8.781566,1.1502595
8.785018,1.2135739
8.788406,1.2749513
8.791889,1.3361089
8.795243,1.3933759
8.798554,1.4486845
8.801375,1.4949722
8.805126,1.555409
8.808381,1.6059728
8.811504,1.6530107
8.81431,1.6939962
8.817481,1.7383578
8.820331,1.7770001
8.823617,1.8194003
8.826728,1.856476
8.829665,1.8910685
8.833243,1.9306105
8.836063,1.9602671
8.838871,1.9880879
8.841564,2.013486
8.844214,2.037122
8.847227,2.0616417
8.849249,2.077534
8.8524885,2.1008997
8.855341,2.1200151
8.85802,2.1363783
8.860512,2.150461
8.863226,2.1644695
